Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962 ",293,DR,DO,22,,$2.11 ,,0.01 ,,$291.25 ,,1.7 ,,$166.99 ,,$26.23 ,,,"$205,111 ",,"$16,230,018 ",,"97,194 ",,"55,726 ",,"618,703 ",,"856,388 ",,No,,,,,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962 ",293,MB,DO,203,,$0.61 ,,0.07 ,,$139.26 ,,15.0 ,,$9.26 ,,$2.45 ,,,"$5,917,110 ",,"$89,132,892 ",,"9,624,619 ",,"640,032 ",,"36,455,199 ",,"7,815,973 ",,No,,,,,,
Capital District Transportation Authority,Albany,NY,2002,20002,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,962 ",293,CB,PT,10,,$3.11 ,,0.04 ,,$454.38 ,,5.3 ,,$86.45 ,,$4.76 ,,,"$63,101 ",,"$1,752,079 ",,"20,268 ",,"3,856 ",,"368,067 ",,"118,415 ",,No,,,,,,
"City of Detroit , dba: Detroit Department of Transportation",Detroit,MI,5119,50119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,734,090 ",289,DR,PT,58,,$0.45 ,,0.03 ,,$40.84 ,,2.3 ,,$18.00 ,,$2.00 ,,,"$111,938 ",,"$4,468,019 ",,"248,219 ",,"109,395 ",,"2,236,363 ",,"2,185,624 ",,No,,,,,,
"City of Detroit , dba: Detroit Department of Transportation",Detroit,MI,5119,50119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,734,090 ",289,MB,DO,231,,$0.25 ,,0.02 ,,$111.79 ,,11.2 ,,$9.99 ,,$2.12 ,,,"$2,134,584 ",,"$85,734,400 ",,"8,580,186 ",,"766,891 ",,"40,363,791 ",,"9,770,816 ",,No,,,,,,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,2206,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",285,DR,PT,64,,$3.04 ,,0.04 ,,$103.91 ,,1.5 ,,$68.31 ,,$8.85 ,,,"$627,344 ",,"$14,106,324 ",,"206,492 ",,"135,754 ",,"1,594,336 ",,"1,595,908 ",,No,,,,,,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,2206,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",285,MB,PT,221,,$1.60 ,,0.20 ,,$170.14 ,,21.2 ,,$8.04 ,,$1.39 ,,,"$24,395,225 ",,"$122,482,183 ",,"15,230,994 ",,"719,876 ",,"87,920,162 ",,"8,016,539 ",,No,,,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483 ",284,DR,TX,51,,$3.50 ,,0.12 ,,$107.29 ,,3.7 ,,$29.05 ,,$2.30 ,,,"$89,702 ",,"$744,589 ",,"25,629 ",,"6,940 ",,"324,150 ",,"211,035 ",,No,,,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483 ",284,DR,TN,51,,$3.50 ,,0.08 ,,$136.19 ,,3.2 ,,$41.97 ,,$4.01 ,,,"$21,557 ",,"$258,484 ",,"6,159 ",,"1,898 ",,"64,523 ",,"52,633 ",,No,,,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483 ",284,DR,PT,39,,$3.44 ,,0.05 ,,$119.53 ,,1.8 ,,$67.92 ,,$5.21 ,,,"$472,987 ",,"$9,345,742 ",,"137,600 ",,"78,187 ",,"1,792,249 ",,"1,423,937 ",,No,,,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483 ",284,RB,DO,16,,$0.91 ,,0.09 ,,$190.03 ,,18.5 ,,$10.25 ,,$2.83 ,W,,"$790,852 ",,"$8,883,661 ",,"866,400 ",,"46,749 ",,"3,135,935 ",W,"663,676 ",,Yes,,,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483 ",284,MB,DO,126,,$0.92 ,,0.05 ,,$150.93 ,,7.5 ,,$20.10 ,,$4.40 ,W,,"$3,811,811 ",,"$83,709,553 ",,"4,163,764 ",,"554,624 ",,"19,030,286 ",W,"7,390,530 ",,Yes,,,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483 ",284,MB,PT,1,,$0.90 ,,0.02 ,,$64.87 ,,1.3 ,,$50.74 ,,$26.12 ,W,,"$3,924 ",,"$221,587 ",,"4,367 ",,"3,416 ",,"8,483 ",W,"57,209 ",,Yes,,,,,,
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035 ",283,DR,PT,47,,$3.23 ,,0.06 ,,$79.83 ,,1.4 ,,$58.46 ,,$4.92 ,,,"$619,460 ",,"$11,204,277 ",,"191,672 ",,"140,355 ",,"2,279,557 ",,"2,550,386 ",,No,,,,,,
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035 ",283,MB,DO,219,,$1.14 ,,0.07 ,,$154.39 ,,9.4 ,,$16.50 ,,$4.07 ,,,"$10,185,740 ",,"$146,845,560 ",,"8,899,769 ",,"951,163 ",,"36,048,940 ",,"11,809,700 ",,No,,,,,,
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035 ",283,DR,DO,17,,$0.56 ,,0.02 ,,$50.60 ,,1.5 ,,$33.62 ,,$9.01 ,,,"$28,620 ",,"$1,706,767 ",,"50,773 ",,"33,732 ",,"189,432 ",,"368,269 ",,No,,,,,,
Port Authority Trans-Hudson Corporation,New York,NJ,2098,20098,Independent Public Agency or Authority of Transit Service,Full Reporter,"18,351,295 ",282,HR,DO,282,,$2.41 ,,0.17 ,,$499.44 ,W,34.3 ,W,$14.56 ,,$2.90 ,W,,"$77,447,637 ",,"$467,050,762 ",,"32,073,673 ",,"935,157 ",W,"161,154,698 ",W,"12,631,773 ",W,Yes,,,,,,
San Joaquin Council,Stockton,CA,,99422,"MPO, COG or Other Planning Agency",Full Reporter,"370,583 ",280,VP,PT,280,,$7.05 ,,1.20 ,,$23.98 ,W,4.1 ,W,$5.90 ,,$0.12 ,,,"$3,180,560 ",,"$2,659,789 ",,"451,172 ",,"110,937 ",W,"21,373,631 ",,"5,026,281 ",,Yes,,,,,,
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454 ",277,CB,PT,6,,$13.08 ,,0.53 ,,$125.89 ,,5.1 ,,$24.88 ,,$0.47 ,,,"$380,878 ",,"$724,511 ",,"29,124 ",,"5,755 ",,"1,540,264 ",,"224,980 ",,No,,,,,,
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454 ",277,MB,PT,46,,$1.52 ,,0.04 ,,$108.73 ,,3.1 ,,$35.31 ,,$5.15 ,,,"$857,560 ",,"$19,891,072 ",,"563,382 ",,"182,935 ",,"3,861,826 ",,"3,164,323 ",,No,,,,,,
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454 ",277,DR,PT,31,,$3.29 ,,0.05 ,,$114.11 ,,1.8 ,,$64.97 ,,$4.67 ,,,"$194,739 ",,"$3,840,064 ",,"59,109 ",,"33,652 ",,"823,034 ",,"475,091 ",,No,,,,,,
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454 ",277,VP,PT,194,,$6.23 ,,0.91 ,,$31.54 ,,4.6 ,,$6.86 ,,$0.15 ,,,"$2,536,718 ",,"$2,796,379 ",,"407,394 ",,"88,673 ",,"18,529,870 ",,"4,382,531 ",,No,,,,,,
Spokane Transit Authority,Spokane,WA,0002,00002,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847 ",276,VP,DO,65,,$2.81 ,,0.36 ,,$25.48 ,,3.2 ,,$7.87 ,,$0.30 ,,,"$197,371 ",,"$553,100 ",,"70,298 ",,"21,704 ",,"1,847,203 ",,"636,288 ",,No,,,,,,
Spokane Transit Authority,Spokane,WA,0002,00002,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847 ",276,DR,DO,47,,$2.60 ,,0.04 ,,$134.78 ,,2.2 ,,$60.42 ,,$8.48 ,,,"$374,320 ",,"$8,688,388 ",,"143,809 ",,"64,463 ",,"1,024,076 ",,"1,066,946 ",,No,,,,,,
Spokane Transit Authority,Spokane,WA,0002,00002,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847 ",276,DR,PT,43,,$0.94 ,,0.02 ,,$93.56 ,,2.3 ,,$41.36 ,,$5.39 ,,,"$101,343 ",,"$4,482,736 ",,"108,392 ",,"47,911 ",,"831,448 ",,"768,789 ",,No,,,,,,
"Fairfax County, VA, dba: Fairfax Connector Bus System",Fairfax,VA,3068,30068,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770 ",276,MB,PT,276,,$0.72 ,,0.03 ,,$124.16 ,,5.9 ,,$21.14 ,,$4.92 ,,,"$3,292,592 ",,"$96,527,709 ",,"4,566,013 ",,"777,466 ",,"19,617,629 ",,"9,989,631 ",,No,,,,,,
Spokane Transit Authority,Spokane,WA,0002,00002,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847 ",276,MB,DO,121,,$1.06 ,,0.10 ,,$121.30 ,,11.6 ,,$10.46 ,,$2.47 ,,,"$5,528,141 ",,"$54,816,699 ",,"5,238,135 ",,"451,920 ",,"22,164,027 ",,"6,210,759 ",,No,,,,,,
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695 ",274,DR,TX,66,,$68.02 ,,0.98 ,,$103.63 ,,1.5 ,,$69.68 ,,$3.82 ,,,"$5,247,810 ",,"$5,375,279 ",,"77,147 ",,"51,870 ",,"1,407,252 ",,"847,346 ",,No,,,,,,
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695 ",274,MB,PT,43,,$1.17 ,,0.06 ,,$95.40 ,,4.8 ,,$19.93 ,,$1.46 ,,,"$462,570 ",,"$7,907,904 ",,"396,854 ",,"82,896 ",,"5,430,659 ",,"1,519,669 ",,No,,,,,,
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695 ",274,DR,PT,165,,$17.15 ,,0.35 ,,$64.62 ,,1.3 ,,$49.20 ,,$6.51 ,,,"$3,067,137 ",,"$8,799,473 ",,"178,862 ",,"136,182 ",,"1,352,221 ",,"1,708,856 ",,No,,,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546 ",270,DR,TX,56,,$2.90 ,,0.08 ,,$44.97 ,,1.2 ,,$37.11 ,,$5.19 ,,,"$552,627 ",,"$7,066,954 ",,"190,424 ",,"157,143 ",,"1,360,823 ",,"2,311,480 ",,No,,,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546 ",270,DR,PT,38,,$2.58 ,,0.04 ,,$99.47 ,,1.5 ,,$64.39 ,,$6.82 ,,,"$328,744 ",,"$8,207,383 ",,"127,458 ",,"82,511 ",,"1,203,029 ",,"1,386,921 ",,No,,,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546 ",270,MB,PT,2,,$1.19 ,,0.07 ,,$51.44 ,,3.0 ,,$17.24 ,,$6.75 ,,,"$7,102 ",,"$102,777 ",,"5,963 ",,"1,998 ",,"15,226 ",,"25,030 ",,No,,,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546 ",270,MB,DO,174,,$1.42 ,,0.09 ,,$138.30 ,,8.5 ,,$16.20 ,,$3.81 ,W,,"$6,250,134 ",,"$71,229,182 ",,"4,396,784 ",,"515,024 ",,"18,686,332 ",W,"6,369,408 ",,Yes,,,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168 ",267,DR,PT,87,,$0.05 ,,0.00 ,,$63.29 ,,1.8 ,,$35.46 ,,$4.69 ,,,"$13,386 ",,"$10,325,931 ",,"291,209 ",,"163,152 ",,"2,199,557 ",,"2,211,083 ",,No,,,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168 ",267,SR,PT,6,,$0.00 ,,0.00 ,,$146.25 ,,17.2 ,,$8.50 ,,$7.59 ,,,$0 ,,"$3,728,715 ",,"438,819 ",,"25,496 ",,"491,477 ",,"198,881 ",,No,,,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168 ",267,MB,PT,174,,$0.03 ,,0.01 ,,$74.91 ,,16.3 ,,$4.60 ,,$1.08 ,,,"$334,513 ",,"$50,125,124 ",,"10,894,760 ",,"669,149 ",,"46,374,524 ",,"7,902,896 ",,No,,,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556 ",261,RB,DO,9,,$0.22 ,,0.06 ,,$99.34 ,,26.2 ,,$3.80 ,,$1.23 ,,,"$294,746 ",,"$5,107,888 ",,"1,345,781 ",,"51,418 ",,"4,158,796 ",,"494,791 ",,No,,,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556 ",261,VP,PT,89,,$6.90 ,,0.42 ,,$75.24 ,W,4.6 ,W,$16.41 ,,$0.27 ,,,"$807,721 ",,"$1,921,768 ",,"117,134 ",,"25,543 ",W,"7,117,053 ",,"1,426,102 ",,Yes,,,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556 ",261,DR,PT,41,,$0.00 ,,0.00 ,,$51.61 ,,1.7 ,,$30.63 ,,$2.61 ,,,$0 ,,"$6,471,348 ",,"211,297 ",,"125,385 ",,"2,476,821 ",,"2,095,057 ",,No,,,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556 ",261,MB,PT,18,,$0.00 ,,0.00 ,,$49.26 ,W,1.5 ,W,$31.91 ,,$2.87 ,,,$0 ,,"$377,704 ",,"11,837 ",,"7,667 ",W,"131,753 ",,"30,276 ",,Yes,,,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556 ",261,MB,DO,104,,$0.09 ,,0.01 ,,$105.46 ,,14.5 ,,$7.27 ,,$1.46 ,,,"$547,386 ",,"$44,511,528 ",,"6,124,472 ",,"422,066 ",,"30,464,590 ",,"4,520,397 ",,No,,,,,,
"Montgomery County, Maryland, dba: Ride On, Montgomery County Transit",Rockville,MD,3051,30051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770 ",255,MB,DO,255,,$0.02 ,,0.00 ,,$193.38 ,,14.1 ,,$13.72 ,,$3.48 ,,,"$249,843 ",,"$138,279,560 ",,"10,078,042 ",,"715,059 ",,"39,749,981 ",,"10,607,294 ",,No,,,,,,
"Central Arkansas Development Council (CADC/SCAT), dba: South Central Arkansas Transit",Benton,AR,6R01-002,6R01-60246,Private-Non-Profit Corporation,Rural Reporter,0 ,255,DR,DO,255,,$3.70 ,,0.14 ,,$49.39 ,,1.8 ,,$26.78 ,,$0.00 ,,,"$1,526,018 ",,"$11,035,806 ",,"412,139 ",,"223,441 ",,0 ,,"3,935,285 ",,No,,,,,,
"Suffolk County , dba: Dept of Public Works - Transportation Division",Yaphank,NY,2072,20072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",255,DR,PT,139,,$3.76 ,,0.05 ,,$104.54 ,,1.4 ,,$73.50 ,,$5.66 ,,,"$1,789,692 ",,"$35,019,597 ",,"476,435 ",,"334,978 ",,"6,184,126 ",,"6,650,390 ",,No,,,,,,
"Suffolk County , dba: Dept of Public Works - Transportation Division",Yaphank,NY,2072,20072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",255,MB,PT,116,,$1.47 ,,0.07 ,,$122.18 ,,5.6 ,,$21.86 ,,$3.07 ,,,"$3,225,096 ",,"$48,053,307 ",,"2,198,618 ",,"393,313 ",,"15,664,084 ",,"7,217,135 ",,No,,,,,,
"Montgomery County, Maryland, dba: Ride On, Montgomery County Transit",Rockville,MD,3051,30051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770 ",255,DR,DO,0,,$0.00 ,,0.00 ,,$0.00 ,,0.0 ,,$0.00 ,,$0.00 ,,,$0 ,,$0 ,,0 ,,0 ,,0 ,,0 ,,No,,,,,,
"City of Raleigh, dba: GoRaleigh",Raleigh,NC,4007,40007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891 ",253,MB,PT,75,,$0.00 ,,0.00 ,,$99.10 ,,10.8 ,,$9.20 ,,$2.43 ,,,$349 ,,"$31,408,363 ",,"3,412,723 ",,"316,950 ",,"12,931,308 ",,"3,983,500 ",,No,,,,,,
"City of Raleigh, dba: GoRaleigh",Raleigh,NC,4007,40007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891 ",253,DR,TX,178,,$0.08 ,,0.00 ,,$34.58 ,,1.9 ,,$18.00 ,,$2.79 ,,,"$39,589 ",,"$8,455,719 ",,"469,809 ",,"244,544 ",,"3,027,891 ",,"2,883,002 ",,No,,,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090 ",239,DR,DO,80,,$0.52 ,,0.01 ,,$115.75 ,,1.3 ,,$92.49 ,,$11.49 ,,,"$98,010 ",,"$17,465,537 ",,"188,833 ",,"150,892 ",,"1,520,106 ",,"2,164,275 ",,No,,,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090 ",239,DR,PT,16,,$2.07 ,,0.06 ,,$90.43 ,,2.5 ,,$35.72 ,,$10.00 ,,,"$125,274 ",,"$2,157,215 ",,"60,396 ",,"23,856 ",,"215,649 ",,"291,363 ",,No,,,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090 ",239,MB,DO,143,,$0.46 ,,0.02 ,,$136.27 ,,5.7 ,,$23.83 ,,$1.74 ,,,"$1,391,948 ",,"$71,483,737 ",,"3,000,287 ",,"524,563 ",,"41,169,962 ",,"8,479,140 ",,No,,,,,,
Intercity Transit,Olympia,WA,0019,00019,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617 ",233,MB,DO,47,,$0.00 ,,0.00 ,,$164.34 ,,12.7 ,,$12.98 ,,$3.24 ,,,$0 ,,"$29,694,801 ",,"2,287,878 ",,"180,687 ",,"9,174,547 ",,"2,342,918 ",,No,,,,,,
Intercity Transit,Olympia,WA,0019,00019,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617 ",233,DR,DO,46,,$0.00 ,,0.00 ,,$182.54 ,,1.5 ,,$124.66 ,,$19.86 ,,,$0 ,,"$14,371,857 ",,"115,286 ",,"78,734 ",,"723,671 ",,"857,985 ",,No,,,,,,
Intercity Transit,Olympia,WA,0019,00019,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617 ",233,CB,DO,2,,$0.00 ,,0.00 ,,$166.56 ,,7.8 ,,$21.39 ,,$1.02 ,,,$0 ,,"$709,211 ",,"33,157 ",,"4,258 ",,"697,111 ",,"98,391 ",,No,,,,,,
Intercity Transit,Olympia,WA,0019,00019,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617 ",233,VP,DO,138,,$1.69 ,,0.13 ,,$61.95 ,,4.8 ,,$12.95 ,,$0.38 ,,,"$301,631 ",,"$2,316,905 ",,"178,904 ",,"37,400 ",,"6,176,979 ",,"1,435,516 ",,No,,,,,,
Atlanta-Region Transit Link Authority,Atlanta,GA,,42000,State Government Unit or Department of Transportation,Full Reporter,"4,515,419 ",231,CB,PT,95,,$2.68 ,,0.02 ,,$405.03 ,,3.6 ,,$113.12 ,,$3.53 ,,,"$512,350 ",,"$21,617,270 ",,"191,093 ",,"53,372 ",,"6,132,579 ",,"1,284,870 ",,No,,,,,,
Atlanta-Region Transit Link Authority,Atlanta,GA,,42000,State Government Unit or Department of Transportation,Full Reporter,"4,515,419 ",231,VP,PT,136,,$6.39 ,,0.83 ,,$35.52 ,,4.6 ,,$7.70 ,,$0.16 ,,,"$1,620,649 ",,"$1,953,017 ",,"253,643 ",,"54,977 ",,"12,086,800 ",,"2,719,621 ",,No,,,,,,
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,1048,10048,State Government Unit or Department of Transportation,Full Reporter,"924,859 ",229,RB,DO,9,,$0.44 ,,0.05 ,,$233.64 ,,24.5 ,,$9.55 ,,$1.79 ,,,"$446,156 ",,"$9,630,196 ",,"1,008,631 ",,"41,218 ",,"5,388,122 ",,"682,444 ",,No,,,,,,
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,1048,10048,State Government Unit or Department of Transportation,Full Reporter,"924,859 ",229,MB,DO,220,,$0.64 ,,0.06 ,,$137.03 ,,12.4 ,,$11.05 ,,$2.17 ,,,"$5,502,594 ",,"$95,029,922 ",,"8,597,270 ",,"693,477 ",,"43,716,678 ",,"8,660,210 ",,No,,,,,,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022 ",227,VP,PT,87,,$5.55 ,,1.13 ,,$19.20 ,W,3.9 ,W,$4.93 ,,$0.13 ,,,"$775,625 ",,"$688,476 ",,"139,674 ",,"35,864 ",W,"5,282,706 ",,"1,644,521 ",,Yes,,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219 ",227,DR,PT,86,,$2.13 ,,0.04 ,,$93.27 ,,1.7 ,,$56.39 ,,$5.11 ,,,"$534,641 ",,"$14,166,725 ",,"251,248 ",,"151,896 ",,"2,770,127 ",,"2,807,775 ",,No,,,,,,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022 ",227,MB,DO,75,,$0.74 ,,0.05 ,,$134.37 ,,8.7 ,,$15.47 ,,$4.34 ,,,"$1,287,493 ",,"$26,758,389 ",,"1,729,434 ",,"199,145 ",,"6,172,469 ",,"2,380,672 ",,No,,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219 ",227,MB,PT,7,,$0.90 ,,0.01 ,,$125.71 ,,2.0 ,,$63.14 ,,$5.68 ,,,"$18,086 ",,"$1,266,653 ",,"20,061 ",,"10,076 ",,"223,129 ",,"176,814 ",,No,,,,,,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022 ",227,DR,TX,5,,$4.37 ,,0.09 ,,$123.96 ,,2.5 ,,$49.08 ,,$9.79 ,,,"$54,154 ",,"$608,381 ",,"12,395 ",,"4,908 ",,"62,161 ",,"59,394 ",,No,,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219 ",227,CB,PT,5,,$2.62 ,,0.01 ,,$118.62 ,,0.5 ,,$250.37 ,,$7.50 ,,,"$4,536 ",,"$434,150 ",,"1,734 ",,"3,660 ",,"57,886 ",,"140,213 ",,No,,,,,,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022 ",227,DR,PT,36,,$1.19 ,,0.01 ,,$219.13 ,,2.3 ,,$94.53 ,,$23.33 ,,,"$40,120 ",,"$3,174,686 ",,"33,583 ",,"14,488 ",,"136,073 ",,"160,819 ",,No,,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219 ",227,MG,DO,3,,$0.00 ,,0.00 ,,$796.32 ,,27.9 ,,$28.56 ,,$40.22 ,,,$0 ,,"$8,219,590 ",,"287,809 ",,"10,322 ",,"204,344 ",,"98,746 ",,No,,,,,,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022 ",227,DR,DO,24,,$3.39 ,,0.04 ,,$138.01 ,,1.5 ,,$89.37 ,,$16.68 ,,,"$182,625 ",,"$4,813,411 ",,"53,859 ",,"34,878 ",,"288,571 ",,"447,773 ",,No,,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219 ",227,MB,DO,125,,$1.12 ,,0.06 ,,$153.13 ,,8.8 ,,$17.33 ,,$2.94 ,,,"$5,632,466 ",,"$87,274,867 ",,"5,036,970 ",,"569,928 ",,"29,706,429 ",,"8,181,569 ",,No,,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219 ",227,FB,PT,1,,$3.34 ,,0.38 ,,$767.90 ,,86.5 ,,$8.88 ,,$19.73 ,,,"$1,082,338 ",,"$2,875,014 ",,"323,746 ",,"3,744 ",,"145,686 ",,"6,733 ",,No,,,,,,
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022 ",227,CB,PT,0,,$0.00 ,,0.00 ,,$0.00 ,,0.0 ,,$0.00 ,,$0.00 ,,,$0 ,,$0 ,,0 ,,0 ,,0 ,,0 ,,No,,,,,,
