"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Central Pennsylvania Transportation Authority","York","PA","30027","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","97750","York, PA","238549","352","CB","Commuter Bus","DO","9","3.1495",,"0.0557",,"133.71",,"2.3662",,"56.5092",,"2.4988",,"68851",,"1235347",,"21861",,"9239",,"494378",,"268577",
"Central Pennsylvania Transportation Authority","York","PA","30027","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","97750","York, PA","238549","352","MB","Bus","DO","30","1.2276",,"0.0921",,"119.2588",,"8.9518",,"13.3224",,"3.5656",,"1086397",,"11789688",,"884955",,"98858",,"3306538",,"1222633",
"Washington Metropolitan Area Transit Authority","Washington","DC","30030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","2807","MB","Bus","PT","51","1.3689","W","0.1553",,"124.8475",,"14.1673","W","8.8124","W","1.2235","W","1016066",,"6541012",,"742254","W","52392",,"5346180","W","776257",
"Washington Metropolitan Area Transit Authority","Washington","DC","30030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","2807","DR","Demand Response","PT","662","3.3674",,"0.0289",,"91.2247",,"0.7824",,"116.6023",,"11.1262",,"4401849",,"152419955",,"1307178",,"1670819",,"13699189",,"19251997",
"Washington Metropolitan Area Transit Authority","Washington","DC","30030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","2807","MB","Bus","DO","1096","0.5908",,"0.0555",,"236.8715",,"22.2332",,"10.654",,"3.4076",,"46538951",,"839216279",,"78770385",,"3542918",,"246277197",,"35554946",
"Washington Metropolitan Area Transit Authority","Washington","DC","30030","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","2807","HR","Heavy Rail","DO","998","2.1238",,"0.1322",,"530.8174",,"33.048",,"16.062",,"3.0193",,"161575682",,"1221960685",,"76077714",,"2302036",,"404715396",,"53126512",
"Maryland Transit Administration","Baltimore","MD","30034","State Government Unit or Department of Transportation","Full Reporter","2022","04843","Baltimore, MD","2212038","1486","LR","Light Rail","DO","17","1.1582",,"0.064",,"260.9071",,"14.4153",,"18.0994",,"3.8439",,"3362800",,"52551901",,"2903523",,"201420",,"13671562",,"3110550",
"Maryland Transit Administration","Baltimore","MD","30034","State Government Unit or Department of Transportation","Full Reporter","2022","04843","Baltimore, MD","2212038","1486","CB","Commuter Bus","PT","88","7.568","Q","0.1132",,"288.9249",,"4.3218","Q","66.8528","Q","4.0386","Q","6120500",,"54066235",,"808736","Q","187129",,"13387421","Q","5397064","Q"
"Maryland Transit Administration","Baltimore","MD","30034","State Government Unit or Department of Transportation","Full Reporter","2022","04843","Baltimore, MD","2212038","1486","MB","Bus","DO","627","0.6112","W","0.0662",,"218.772",,"23.6971","W","9.232","W","2.0681","W","24550300",,"370836050",,"40168414","W","1695080",,"179311207","W","19472968",
"Maryland Transit Administration","Baltimore","MD","30034","State Government Unit or Department of Transportation","Full Reporter","2022","04843","Baltimore, MD","2212038","1486","HR","Heavy Rail","DO","42","2.5386","W","0.0752",,"396.6587",,"11.7555","W","33.7424","W","9.4121",,"5717200",,"75990294",,"2252070","W","191576",,"8073716",,"4602773",
"Maryland Transit Administration","Baltimore","MD","30034","State Government Unit or Department of Transportation","Full Reporter","2022","04843","Baltimore, MD","2212038","1486","DR","Demand Response","PT","398","0.6981",,"0.009",,"128.4623","Q","1.6537","Q","77.6838",,"8.3176",,"890441",,"99089809",,"1275553",,"771353","Q","11913199",,"13365050","Q"
"Maryland Transit Administration","Baltimore","MD","30034","State Government Unit or Department of Transportation","Full Reporter","2022","04843","Baltimore, MD","2212038","1486","DR","Demand Response","TX","150","1.1297",,"0.0126",,"336.3325",,"3.7498",,"89.6931",,"16.6607",,"573000",,"45493349",,"507211",,"135263",,"2730571",,"2510905",
"Maryland Transit Administration","Baltimore","MD","30034","State Government Unit or Department of Transportation","Full Reporter","2022","04843","Baltimore, MD","2212038","1486","DR","Demand Response","DO","15","1.0726",,"0.0204",,"84.166",,"1.5983",,"52.6612",,"7.4859",,"20615",,"1012096",,"19219",,"12025",,"135200",,"178539",
"Maryland Transit Administration","Baltimore","MD","30034","State Government Unit or Department of Transportation","Full Reporter","2022","04843","Baltimore, MD","2212038","1486","CR","Commuter Rail","PT","149","6.0947",,"0.0828",,"1098.6886",,"14.9217",,"73.6301",,"2.4656",,"13842300",,"167230292",,"2271221",,"152209",,"67825402",,"5780429",
"Ohio Valley Regional Transportation Authority","Wheeling","WV","30035","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","94726","Wheeling, WV--OH","57695","17","DR","Demand Response","DO","3","2.5994",,"0.0221",,"274.1225",,"2.3288",,"117.7086",,"23.9254",,"8947",,"405153",,"3442",,"1478",,"16934",,"21655",
"Ohio Valley Regional Transportation Authority","Wheeling","WV","30035","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","94726","Wheeling, WV--OH","57695","17","MB","Bus","DO","14","1.0701",,"0.0757",,"70.4574",,"4.9821",,"14.1421",,"4.0334",,"293720",,"3881570",,"274470",,"55091",,"962348",,"754992",
"City of Charlottesville, dba: Charlottesville Area Transit","Charlottesville","VA","30036","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","15724","Charlottesville, VA","104191","19","MB","Bus","DO","19","0.0692",,"0.0081",,"132.0645",,"15.5281",,"8.5049",,"0",,"80040",,"9836029",,"1156514",,"74479",,"0",,"712242",
"City of Annapolis, dba: Annapolis Department of Transportation","Annapolis","MD","30040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","04843","Baltimore, MD","2212038","11","DR","Demand Response","DO","1","2.8022",,"0.0366",,"47.6774",,"0.6223",,"76.6141",,"0",,"7849",,"214596",,"2801",,"4501",,"0",,"22451",
"City of Annapolis, dba: Annapolis Department of Transportation","Annapolis","MD","30040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","04843","Baltimore, MD","2212038","11","MB","Bus","DO","10","2.2329",,"0.1013",,"113.0595",,"5.1293",,"22.042",,"0",,"452850",,"4470373",,"202812",,"39540",,"0",,"386206",
"Board of Commissioners of Allegany County Maryland, dba: Allegany County Transit","Cumberland","MD","30041","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","00024","Maryland Non-UZA","1214444","15","DR","Demand Response","DO","7","2.0854",,"0.0518",,"56.7512",,"1.41",,"40.2478",,"0",,"42919",,"828341",,"20581",,"14596",,"0",,"163941",
"Board of Commissioners of Allegany County Maryland, dba: Allegany County Transit","Cumberland","MD","30041","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","00024","Maryland Non-UZA","1214444","15","MB","Bus","DO","8","2.468",,"0.1234",,"137.1467",,"6.8591",,"19.995",,"0",,"192402",,"1558809",,"77960",,"11366",,"0",,"189906",
"Washington County , dba: Washington County Transit","Hagerstown","MD","30042","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","36190","Hagerstown, MD--WV--PA--VA","197557","12","MB","Bus","DO","8","0.6674",,"0.0912",,"77.4585",,"10.5908",,"7.3138",,"0",,"189629",,"2078211",,"284150",,"26830",,"0",,"392969",
"Washington County , dba: Washington County Transit","Hagerstown","MD","30042","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","36190","Hagerstown, MD--WV--PA--VA","197557","12","DR","Demand Response","DO","4","1.0941",,"0.0384",,"78.5308",,"2.7595",,"28.458",,"0",,"17741",,"461447",,"16215",,"5876",,"0",,"92139",
"Westmoreland County , dba: Westmoreland County Transit Authority","Greensburg","PA","30044","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","69697","Pittsburgh, PA","1745039","73","DR","Demand Response","DO","42","1.8173",,"0.0509",,"80.5674",,"2.2585",,"35.6738",,"2.9935",,"254387",,"4993651",,"139981",,"61981",,"1668186",,"1228299",
"Westmoreland County , dba: Westmoreland County Transit Authority","Greensburg","PA","30044","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","69697","Pittsburgh, PA","1745039","73","MB","Bus","DO","31","1.8824",,"0.0441",,"151.9829",,"3.557",,"42.7282",,"3.538",,"283116",,"6426446",,"150403",,"42284",,"1816409",,"920231",
"JAUNT, Inc.","Charlottesville","VA","30045","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2022","15724","Charlottesville, VA","104191","64","CB","Commuter Bus","DO","10","0",,"0",,"120.5778",,"3.7607",,"32.0628",,"1.2351",,"0",,"1002604",,"31270",,"8315",,"811784",,"213488",
"JAUNT, Inc.","Charlottesville","VA","30045","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2022","15724","Charlottesville, VA","104191","64","DR","Demand Response","DO","54","1.9209",,"0.0378",,"109.9902",,"2.1651",,"50.8011",,"6.5316",,"301635",,"7977152",,"157027",,"72526",,"1221323",,"1084080",
"Montgomery County, Maryland, dba: Ride On, Montgomery County Transit","Rockville","MD","30051","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","288","DR","Demand Response","DO","3","0",,"0",,"251.9557",,"3.0616",,"82.2957",,"57.7423",,"0",,"744529",,"9047",,"2955",,"12894",,"23108",
"Montgomery County, Maryland, dba: Ride On, Montgomery County Transit","Rockville","MD","30051","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","288","MB","Bus","DO","285","0.0033",,"0.00030",,"151.7403",,"15.0744",,"10.0661",,"2.3096","W","46137",,"141870192",,"14093905",,"934954",,"61425335","W","11942779",
"City of Bristol Virginia, dba: Bristol Virginia Transit","Bristol","VA","30053","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","10351","Bristol, TN--VA","70638","6","DR","Demand Response","DO","1","1.9225",,"0.038",,"249.9401",,"4.9461",,"50.5327",,"0",,"1588",,"41740",,"826",,"167",,"0",,"3248",
"City of Bristol Virginia, dba: Bristol Virginia Transit","Bristol","VA","30053","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","10351","Bristol, TN--VA","70638","6","MB","Bus","DO","5","0.5966",,"0.061",,"47.2653",,"4.8335",,"9.7787",,"0",,"20575",,"337238",,"34487",,"7135",,"0",,"80859",
"Centre Area Transportation Authority","State College","PA","30054","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","84493","State College, PA","83674","88","VP","Vanpool","DO","11","2.181",,"0.4033",,"49.676",,"9.1855",,"5.4081",,"0.1342",,"98924",,"245300",,"45358",,"4938",,"1827585",,"245032",
"Centre Area Transportation Authority","State College","PA","30054","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","84493","State College, PA","83674","88","MB","Bus","DO","56","1.3793",,"0.3235",,"150.292",,"35.2511",,"4.2635",,"1.4433",,"4639751",,"14341915",,"3363907",,"95427",,"9937217",,"1566042",
"Centre Area Transportation Authority","State College","PA","30054","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","84493","State College, PA","83674","88","DR","Demand Response","PT","21","4.4582",,"0.1109",,"86.6441",,"2.1554",,"40.1991",,"6.8402",,"305509",,"2754762",,"68528",,"31794",,"402733",,"531416",
"City of Sharon, dba: Shenango Valley Shuttle Service","Sharon","PA","30055","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","00042","Pennsylvania Non-UZA","4196634","24","MB","Bus","DO","5","0.4995",,"0.0144",,"113.2916",,"3.2722",,"34.6225",,"0",,"25386",,"1759758",,"50827",,"15533",,"0",,"175095",
"City of Sharon, dba: Shenango Valley Shuttle Service","Sharon","PA","30055","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","00042","Pennsylvania Non-UZA","4196634","24","DR","Demand Response","DO","19","10.2561",,"0.3901",,"68.5262",,"2.6066",,"26.2897",,"0",,"642004",,"1645657",,"62597",,"24015",,"0",,"461904",
"Pennsylvania Department of Transportation","Harrisburg","PA","30057","State Government Unit or Department of Transportation","Full Reporter","2022","69076","Philadelphia, PA--NJ--DE--MD","5696125","20","CR","Commuter Rail","PT","20","39.8533",,"0.5851",,"879.8904",,"12.9178",,"68.1146",,"0.9246",,"14580664",,"24920257",,"365858",,"28322",,"26951728",,"1606581",
"City of Fairfax, dba: CUE Bus","Fairfax","VA","30058","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","8","MB","Bus","DO","8","1.399","W","0.1502",,"142.9431",,"15.3521","W","9.311","W","2.7466","W","750000",,"4991716",,"536110","W","34921",,"1817412","W","431985",
"Mid Mon Valley Transit Authority","Charleroi","PA","30061","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","69697","Pittsburgh, PA","1745039","22","MB","Bus","PT","22","1.9026",,"0.0696",,"114.9511",,"4.2062",,"27.3293",,"1.7874",,"356349",,"5118772",,"187300",,"44530",,"2863817",,"736721",
"Weirton Transit Corporation","Weirton","WV","30066","Other Publicly-Owned or Privately Chartered Corporation","Reduced Reporter","2022","84859","Steubenville--Weirton, OH--WV--PA","64981","10","MB","Bus","DO","10","1.4362",,"0.0717",,"53.873",,"2.6893",,"20.0321",,"0",,"45280",,"631553",,"31527",,"11723",,"0",,"134057",
"Fairfax County, VA, dba: Fairfax Connector Bus System","Fairfax","VA","30068","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","284","MB","Bus","PT","284","0.8761",,"0.0595",,"126.3906",,"8.5829",,"14.7258",,"2.8042",,"6320755",,"106240266",,"7214551",,"840571",,"37886706",,"10863043",
"City of Danville Mass Transit System","Danville","VA","30069","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,"Non-UZA",,"17","DR","Demand Response","DO","11","3.5498",,"0.0991",,"99.7817",,"2.7844",,"35.8364",,"0",,"177020",,"1787090",,"49868",,"17910",,"0",,"261338",
"City of Danville Mass Transit System","Danville","VA","30069","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,"Non-UZA",,"17","MB","Bus","DO","6","0.62",,"0.0915",,"74.4891",,"10.9974",,"6.7733",,"0",,"118453",,"1294099",,"191058",,"17373",,"0",,"270392",
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","30070","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","380","VP","Vanpool","PT","267","8.8617",,"1.0762",,"31.5921",,"3.8369",,"8.2338",,"0.1719",,"4664255",,"4333807",,"526341",,"137180",,"25207290",,"5365890",
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","30070","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","380","CB","Commuter Bus","PT","80","5.6698",,"0.1595",,"332.9727",,"9.3682",,"35.5427",,"1.4268",,"3491805",,"21889293",,"615859",,"65739",,"15341048",,"2012388",
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","30070","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","380","MB","Bus","PT","32","0.0043",,"0.00010",,"218.7039",,"7.4718",,"29.2707",,"3.1479",,"2596",,"17609381",,"601604",,"80517",,"5594028",,"1272683",
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","30070","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","380","DR","Demand Response","PT","1","0",,"0",,"461.807",,"3.4223",,"134.9394",,"49.2276",,"0",,"380529",,"2820",,"824",,"7730",,"7677",
"City of Alexandria","Alexandria","VA","30071","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","92242","Washington--Arlington, DC--VA--MD","5174759","94","DR","Demand Response","PT","19","2.9704",,"0.0473",,"145.515",,"2.3182",,"62.7718",,"9.1257",,"80164",,"1694086",,"26988",,"11642",,"185640",,"161282",
