"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao","Humacao","PR","40126","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","79093","San Juan, PR","1844410","2","DR","Demand Response","DO","1","0",,"0",,"389.8555",,"2.5578",,"152.4181",,"0",,"0",,"134890",,"885",,"346",,,,"9335",
"Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao","Humacao","PR","40126","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","79093","San Juan, PR","1844410","2","MB","Bus","DO","1","0",,"0",,"273.7682",,"7.5295",,"36.3596",,"0",,"0",,"278696",,"7665",,"1018",,,,"5447",
"Okaloosa County Board of County Commissioners, dba: EC RIDER","Crestview","FL","40128","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","61372","Navarre--Miramar Beach--Destin, FL","226213","42","DR","Demand Response","PT","32","3.7947",,"0.0668",,"77.0306",,"1.3559",,"56.812",,"5.2679",,"204729",,"3065123",,"53952",,"39791",,"581845",,"619973",
"Okaloosa County Board of County Commissioners, dba: EC RIDER","Crestview","FL","40128","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","61372","Navarre--Miramar Beach--Destin, FL","226213","42","MB","Bus","PT","10","1.1361",,"0.0302",,"72.4099",,"1.9229",,"37.6557",,"7.292",,"65637",,"2175556",,"57775",,"30045",,"298350",,"381823",
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","71060","Port Charlotte--North Port, FL","199998","23","DR","Demand Response","DO","3","0",,"0",,"102.395",,"1.8883",,"54.2251",,"4.6656",,,,"61437",,"1133",,"600",,"13168",,"8915",
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","71060","Port Charlotte--North Port, FL","199998","23","DR","Demand Response","PT","20","0.3957",,"0.0098",,"112.744",,"2.8023",,"40.232",,"5.2549",,"33563",,"3412197",,"84813",,"30265",,"649341",,"540486",
"Macon-Bibb County Transit Authority","Macon","GA","40130","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","52822","Macon-Bibb County, GA","140111","29","DR","Demand Response","DO","11","3.8416",,"0.1048",,"57.8938",,"1.5794",,"36.6547",,"0",,"183281",,"1748797",,"47710",,"30207",,,,"429855",
"Macon-Bibb County Transit Authority","Macon","GA","40130","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","52822","Macon-Bibb County, GA","140111","29","MB","Bus","DO","18","1.1376",,"0.1069",,"120.7558",,"11.3491",,"10.6401",,"0",,"729031",,"6818841",,"640861",,"56468",,,,"896760",
"Davidson County, dba: Davidson County Transportation","Lexington","NC","40131","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","38809","High Point, NC","167830","19","DR","Demand Response","PT","12","0",,"0",,"99.7647",,"3.8998",,"25.5819",,"0",,"0",,"1142206",,"44649",,"11449",,,,"328584",
"Davidson County, dba: Davidson County Transportation","Lexington","NC","40131","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","38809","High Point, NC","167830","19","MB","Bus","DO","7","0",,"0",,"81.6633",,"11.4577",,"7.1273",,"0",,"0",,"1002989",,"140724",,"12282",,,,"229115",
"Goldsboro-Wayne Transportation Authority","Goldsboro","NC","40132","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","33814","Goldsboro, NC","54456","21","DR","Demand Response","DO","16","1.2652",,"0.0412",,"59.5688",,"1.9391",,"30.7202",,"0",,"73365",,"1781405",,"57988",,"29905",,,,"536037",
"Goldsboro-Wayne Transportation Authority","Goldsboro","NC","40132","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","33814","Goldsboro, NC","54456","21","MB","Bus","DO","5","0.5381",,"0.0472",,"72.4218",,"6.3466",,"11.4111",,"0",,"69088",,"1465165",,"128398",,"20231",,,,"314899",
"Guilford County, dba: Guilford County Transportation & Mobility Services","Greensboro","NC","40133","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","35164","Greensboro, NC","338928","21","DR","Demand Response","DO","21","0.4462",,"0.0126",,"66.1138",,"1.8641",,"35.4662",,"0",,"17760",,"1411661",,"39803",,"21352",,,,"313561",
"Municipality of Bayamon","Bayamon","PR","40137","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","79093","San Juan, PR","1844410","17","DR","Demand Response","DO","4","0",,"0",,"37.4698",,"1.8498",,"20.2565",,"0",,"0",,"119716",,"5910",,"3195",,,,"21678",
"Municipality of Bayamon","Bayamon","PR","40137","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","79093","San Juan, PR","1844410","17","MB","Bus","DO","13","0",,"0",,"29.5719",,"7.1601",,"4.1301",,"0",,"0",,"546518",,"132325",,"18481",,,,"99747",
"Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Lawrenceville","GA","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","03817","Atlanta, GA","5100112","77","CB","Commuter Bus","PT","21","5.1295",,"0.1689",,"243.699",,"8.0266",,"30.3614",,"1.0027",,"851112",,"5037745",,"165926",,"20672",,"5024239",,"563855",
"Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Lawrenceville","GA","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","03817","Atlanta, GA","5100112","77","DR","Demand Response","PT","21","2.6226",,"0.0304",,"137.4055",,"1.5949",,"86.1511",,"16.9541",,"181237",,"5953643",,"69107",,"43329",,"351162",,"489807",
"Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Lawrenceville","GA","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","03817","Atlanta, GA","5100112","77","MB","Bus","PT","35","1.1079",,"0.0688",,"137.3633",,"8.5367",,"16.0909",,"2.0697",,"1281382",,"18611217",,"1156629",,"135489",,"8992348",,"2242500",
"Collier County, dba: Collier Area Transit","Naples","FL","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","08974","Bonita Springs--Estero, FL","425675","55","DR","Demand Response","PT","36","1.9232",,"0.0399",,"82.4391",,"1.7084",,"48.2553",,"3.212",,"249324",,"6255726",,"129638",,"75883",,"1947606",,"1400491",
"Collier County, dba: Collier Area Transit","Naples","FL","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","08974","Bonita Springs--Estero, FL","425675","55","MB","Bus","PT","19","1.2347",,"0.1067",,"120.5561",,"10.4211",,"11.5685",,"1.2574",,"932392",,"8735860",,"755143",,"72463",,"6947316",,"1352831",
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","40141","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","18964","Columbia, SC","590407","99","CB","Commuter Bus","PT","2","1.7001",,"0.0191",,"190.5159",,"2.1431",,"88.8963",,"11.0072",,"11710",,"612318",,"6888",,"3214",,"55629",,"65699",
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","40141","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","18964","Columbia, SC","590407","99","DR","Demand Response","PT","17","2.5",,"0.0175",,"188.2622",,"1.3166",,"142.9944",,"7.2791",,"98440",,"5630546",,"39376",,"29908",,"773517",,"542195",
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","40141","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","18964","Columbia, SC","590407","99","MB","Bus","PT","53","1.9685",,"0.1775",,"114.0182",,"10.2805",,"11.0907",,"2.2317",,"3818821",,"21515573",,"1939968",,"188703",,"9641079",,"2348840",
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","40141","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","18964","Columbia, SC","590407","99","VP","Vanpool","PT","27","5.9341",,"1.0602",,"27.3955",,"4.8947",,"5.597",,"0.1318",,"293649",,"276968",,"49485",,"10110",,"2101863",,"498966",
"Town of Cary, dba: GoCary","Cary","NC","40143","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","73261","Raleigh, NC","1106646","26","DR","Demand Response","PT","14","1.5609",,"0.0177",,"145.9234",,"1.6533",,"88.2598",,"0",,"57575",,"3255551",,"36886",,"22310",,,,"299128",
"Town of Cary, dba: GoCary","Cary","NC","40143","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","73261","Raleigh, NC","1106646","26","MB","Bus","PT","12","0",,"0",,"126.8305",,"8.705",,"14.5699",,"0",,"0",,"6435632",,"441708",,"50742",,,,"679751",
"City of Gainesville, dba: Hall Area Transit","Gainesville","GA","40144","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","32194","Gainesville, GA","164365","14","DR","Demand Response","DO","12","3.0825",,"0.1514",,"70.9988",,"3.4861",,"20.3662",,"0",,"296327",,"1957862",,"96133",,"27576",,,,"539610",
"City of Gainesville, dba: Hall Area Transit","Gainesville","GA","40144","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","32194","Gainesville, GA","164365","14","MB","Bus","DO","2","0",,"0",,"41.7446",,"15.0573",,"2.7724",,"0",,,,"53934",,"19454",,"1292",,,,"11078",
"Municipality of Manati, dba: Municipio de Manati","Manati","PR","40145","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","79093","San Juan, PR","1844410","7","DR","Demand Response","DO","3","0",,"0",,"37.4269",,"1.2498",,"29.9452",,"0",,"0",,"180959",,"6043",,"4835",,,,"20187",
"Municipality of Manati, dba: Municipio de Manati","Manati","PR","40145","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","79093","San Juan, PR","1844410","7","MB","Bus","DO","4","0",,"0",,"40.9391",,"4.0082",,"10.214",,"0",,"0",,"301312",,"29500",,"7360",,,,"35121",
"Hernando County Board of County Commissioners, dba: TheBus","Brooksville","FL","40146","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","84024","Spring Hill, FL","169050","10","DR","Demand Response","PT","3","2.5102",,"0.0278",,"162.6412",,"1.7987",,"90.4193",,"0",,"19429",,"699845",,"7740",,"4303",,,,"75273",
"Hernando County Board of County Commissioners, dba: TheBus","Brooksville","FL","40146","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","84024","Spring Hill, FL","169050","10","MB","Bus","PT","7","0.884",,"0.0467",,"96.7506",,"5.108",,"18.941",,"0",,"130374",,"2793576",,"147488",,"28874",,,,"561288",
"North Carolina State University","Raleigh","NC","40147","University","Full Reporter","2024","73261","Raleigh, NC","1106646","25","MB","Bus","PT","25","0",,"0",,"48.2527",,"40.3018",,"1.1973",,"0.7321",,,,"3198525",,"2671487",,"66287",,"4368679",,"578776",
"Municipality of Barceloneta","Barceloneta","PR","40150","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","05040","Barceloneta--Florida--Bajadero, PR","65070","9","DR","Demand Response","DO","4","0",,"0",,"36.2572",,"1.2839",,"28.2396",,"0",,"0",,"359744",,"12739",,"9922",,,,"83686",
"Municipality of Barceloneta","Barceloneta","PR","40150","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","05040","Barceloneta--Florida--Bajadero, PR","65070","9","MB","Bus","DO","5","0",,"0",,"75.215",,"3.0109",,"24.9809",,"0",,"0",,"738310",,"29555",,"9816",,,,"83888",
"Municipality of Hatillo","Hatillo","PR","40151","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","03034","Arecibo, PR","123724","5","DR","Demand Response","DO","3","0",,"0",,"26.6943",,"0.4507",,"59.2307",,"0",,,,"150209",,"2536",,"5627",,,,"45017",
"Municipality of Hatillo","Hatillo","PR","40151","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","03034","Arecibo, PR","123724","5","MB","Bus","DO","2","0",,"0",,"28.6667",,"0.3276",,"87.4957",,"0",,,,"10062",,"115",,"351",,,,"1378",
"St Johns County, Florida, dba: St Johns County Sunshine Bus Company","Saint Augustine","FL","40155","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","77230","St. Augustine, FL","91786","29","DR","Demand Response","DO","20","1.5638",,"0.0379",,"69.9566",,"1.6969",,"41.2272",,"0",,"67855",,"1788929",,"43392",,"25572",,,,"283834",
"St Johns County, Florida, dba: St Johns County Sunshine Bus Company","Saint Augustine","FL","40155","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","77230","St. Augustine, FL","91786","29","MB","Bus","DO","9","0.6651",,"0.0347",,"49.5487",,"2.582",,"19.1904",,"0",,"63741",,"1839149",,"95837",,"37118",,,,"665017",
"Lower Savannah COG","Aiken","SC","40156","MPO, COG or Other Planning Agency","Reduced Reporter","2024","04222","Augusta-Richmond County, GA--SC","431480","3","MB","Bus","PT","3","1.3861",,"0.0442",,"85.6819",,"2.7351",,"31.3267",,"0",,"30413",,"687340",,"21941",,"8022",,,,"141647",
"Lake County Board of County Commissioners, dba: LakeXpress","Tavares","FL","40158","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","48799","Leesburg--Eustis--Tavares, FL","151523","42","DR","Demand Response","PT","30","1.3849",,"0.0204",,"92.1368",,"1.3579",,"67.8523",,"6.1397",,"104271",,"5108801",,"75293",,"55448",,"832092",,"812870",
"Lake County Board of County Commissioners, dba: LakeXpress","Tavares","FL","40158","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","48799","Leesburg--Eustis--Tavares, FL","151523","42","MB","Bus","PT","12","0.4662",,"0.0239",,"115.6968",,"5.9288",,"19.5145",,"3.0829",,"103520",,"4333193",,"222050",,"37453",,"1405577",,"632823",
"Regional Transportation Authority, dba: WeGo Public Transit","Madison","TN","40159","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","61273","Nashville-Davidson, TN","1158642","26","CB","Commuter Bus","PT","14","2.6007",,"0.0617",,"274.856",,"6.5195",,"42.159",,"1.3902",,"176858",,"2867023",,"68005",,"10431",,"2062274",,"313338",
"Regional Transportation Authority, dba: WeGo Public Transit","Madison","TN","40159","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","61273","Nashville-Davidson, TN","1158642","26","CR","Commuter Rail","PT","7","4.332",,"0.0922",,"699.3829",,"14.8775",,"47.0093",,"2.85",,"468934",,"5088710",,"108249",,"7276",,"1785495",,"195607",
"Regional Transportation Authority, dba: WeGo Public Transit","Madison","TN","40159","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","61273","Nashville-Davidson, TN","1158642","26","VP","Vanpool","PT","5","2.2784",,"0.4741",,"55.348",,"11.5166",,"4.8059",,"0.1598",,"26921",,"56787",,"11816",,"1026",,"355354",,"42600",
"Municipality of Camuy","Camuy","PR","40160","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","03034","Arecibo, PR","123724","10","DR","Demand Response","DO","3","0",,"0",,"102.2161",,"1.3011",,"78.5614",,"0",,,,"139525",,"1776",,"1365",,,,"25685",
"Municipality of Camuy","Camuy","PR","40160","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","03034","Arecibo, PR","123724","10","MB","Bus","PT","7","0",,"0",,"78.262",,"1.5403",,"50.8092",,"0",,,,"1874452",,"36892",,"23951",,,,"283209",
"Cherokee County Board of Commissioners, dba: Cherokee Area Transit Service (CATS)","Canton","GA","40161","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","03817","Atlanta, GA","5100112","21","DR","Demand Response","DO","19","3.1621",,"0.0932",,"78.6499",,"2.3193",,"33.9112",,"0",,"141171",,"1513931",,"44644",,"19249",,,,"333937",
